claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision,model_v1_score,model_v1_decision,model_v1_observed_outcome,model_v2a_score,model_v2a_decision,model_v2b_score,model_v2b_decision
CLM007585,POL003131,2022-02-04,2022-01-13,2017-05-07,2018-05-07,22,Volkswagen,Tiguan,Motorbike,fire,front,minor,app,third_party_fire_theft,False,True,True,15,195852,44,0,19,2007,35044.56,1.096,3504.46,548.0,0.1564,False,,,sent_to_garage,0.1371,0,1,0.9009,0,0.7263,0
CLM007595,POL003480,2022-11-29,2022-11-04,2016-05-26,2017-05-26,25,Audi,A3,Estate,fire,multiple,moderate,app,comprehensive,False,True,True,13,164568,72,0,14,2009,30817.06,1.719,3081.71,6016.5,1.9523,False,,,scrapped_by_model,0.9997,1,1,0.9995,1,0.9997,1
CLM007603,POL002895,2022-06-21,2022-06-05,2012-09-09,2013-09-09,16,Audi,A4,Motorbike,theft_damage,side,severe,online,comprehensive,False,False,False,4,199565,46,1,12,2018,39610.38,1.793,26935.06,7172.0,0.2663,True,,,sent_to_garage,0.725,0,1,0.896,0,0.8296,0
CLM007604,POL003241,2022-12-11,2022-12-10,2012-04-03,2013-04-03,1,Toyota,Yaris,Hatchback,flood,front,severe,direct,comprehensive,True,True,False,11,61762,44,1,19,2011,14310.23,0.786,1717.23,3930.0,2.0,False,,,scrapped_by_model,0.9997,1,1,0.9971,1,0.9972,1
CLM007609,POL001822,2022-03-29,2022-03-18,2014-08-25,2015-08-25,11,Hyundai,i20,Hatchback,theft_damage,rear,minor,app,third_party,False,False,False,16,194391,38,0,9,2006,15388.55,0.768,1538.86,345.6,0.2246,False,,,sent_to_garage,0.1473,0,1,0.8379,0,0.6513,0
CLM007620,POL004769,2024-08-30,2024-08-13,2024-03-07,2025-03-07,17,Toyota,Yaris,Motorbike,fire,front,minor,broker,third_party_fire_theft,False,False,True,13,54903,30,1,6,2011,14310.23,0.786,1431.02,393.0,0.2746,False,,,sent_to_garage,0.5959,0,0,0.0615,0,0.2238,0
CLM007623,POL000602,2022-05-06,2022-04-15,2014-03-21,2015-03-21,21,Volkswagen,Polo,Motorbike,vandalism,multiple,minor,direct,third_party_fire_theft,False,False,False,7,187240,54,2,7,2015,16084.97,0.908,7077.39,726.4,0.1026,False,,,sent_to_garage,0.0367,0,1,0.7882,0,0.3959,0
CLM007624,POL000780,2022-04-30,2022-04-07,2020-03-26,2021-03-26,23,BMW,X3,Estate,fire,front,minor,app,comprehensive,True,False,False,0,95167,24,1,15,2022,47348.12,1.829,47348.12,914.5,0.0193,True,,,sent_to_garage,0.047,0,0,0.0471,0,0.0634,0
CLM007625,POL002357,2024-05-12,2024-05-04,2014-09-03,2015-09-03,8,Hyundai,i30,Van,theft_damage,multiple,moderate,app,comprehensive,True,True,True,11,156039,28,0,12,2013,19491.4,0.807,2338.97,2824.5,1.2076,False,,,scrapped_by_model,0.9997,1,1,0.9805,0,0.9997,1
CLM007626,POL000312,2022-03-26,2022-02-27,2012-02-22,2013-02-21,27,Ford,Transit,Sedan,fire,front,minor,direct,comprehensive,True,False,True,3,49436,36,1,5,2019,29089.3,0.939,22107.87,469.5,0.0212,True,,,sent_to_garage,0.1298,0,0,0.0228,0,0.1235,0
CLM007628,POL005093,2022-01-09,2022-01-07,2015-08-27,2016-08-26,2,BMW,1 Series,Van,fire,side,moderate,phone,third_party_fire_theft,True,True,False,13,14669,56,4,16,2009,27442.66,1.699,2744.27,2548.5,0.9287,False,,,scrapped_by_model,0.9998,1,1,0.9806,0,0.9867,0
CLM007629,POL000277,2023-03-08,2023-02-16,2016-06-02,2017-06-02,20,Vauxhall,Mokka,Hatchback,theft_damage,roof,moderate,direct,comprehensive,False,True,False,1,116101,46,0,8,2022,21768.19,0.791,20026.73,1977.5,0.0987,True,,,sent_to_garage,0.1146,0,0,0.0303,0,0.2292,0
CLM007631,POL002874,2023-02-25,2023-02-08,2014-09-12,2015-09-12,17,Honda,CR-V,Hatchback,vandalism,multiple,minor,broker,third_party_fire_theft,True,True,False,8,122408,43,2,18,2015,29794.56,0.927,10726.04,741.6,0.0691,False,,,sent_to_garage,0.6454,0,1,0.9101,0,0.8645,0
CLM007632,POL003964,2024-09-12,2024-08-15,2012-05-18,2013-05-18,28,Audi,Q3,Motorbike,fire,roof,severe,direct,third_party_fire_theft,False,True,True,1,55604,47,1,11,2023,34932.13,1.745,32137.56,10470.0,0.3258,True,,,sent_to_garage,0.2352,0,0,0.1263,0,0.1475,0
CLM007633,POL005009,2022-10-16,2022-09-20,2013-02-26,2014-02-26,26,Vauxhall,Corsa,Estate,vandalism,side,minor,direct,third_party,True,True,False,17,27432,29,0,11,2005,12413.14,0.698,1241.31,279.2,0.2249,False,,,sent_to_garage,0.0897,0,0,0.0119,0,0.0126,0
CLM007636,POL000015,2023-07-18,2023-07-16,2015-01-03,2016-01-03,2,Honda,HR-V,Sedan,collision,roof,moderate,app,comprehensive,False,True,True,14,108314,59,0,10,2009,26088.85,0.876,2608.89,2190.0,0.8394,False,,,sent_to_garage,0.8432,0,1,0.9441,0,0.8385,0
CLM007637,POL002806,2023-11-09,2023-11-05,2023-02-25,2024-02-25,4,Honda,CR-V,Van,fire,roof,severe,online,comprehensive,False,False,True,4,196638,67,1,19,2019,29885.45,0.929,20322.11,5574.0,0.2743,True,,,sent_to_garage,0.6911,0,0,0.1072,0,0.1535,0
CLM007640,POL002106,2023-04-04,2023-03-11,2020-12-01,2021-12-01,24,Hyundai,Tucson,Hatchback,collision,multiple,severe,direct,third_party_fire_theft,False,False,False,12,15615,53,1,11,2011,27568.98,0.878,2756.9,7024.0,2.0,False,,,scrapped_by_model,0.9996,1,1,0.9998,1,0.9999,1
CLM007642,POL005167,2024-12-19,2024-12-11,2019-08-31,2020-08-30,8,Vauxhall,Mokka,Estate,fire,front,minor,online,comprehensive,False,True,False,15,42064,17,1,3,2009,21292.57,0.786,2129.26,393.0,0.1846,False,,,sent_to_garage,0.6778,0,0,0.0476,0,0.2537,0
CLM007644,POL003980,2024-03-10,2024-02-20,2017-07-21,2018-07-21,19,Volkswagen,Tiguan,SUV,flood,multiple,minor,phone,comprehensive,True,True,False,13,113417,56,0,6,2011,34842.91,1.101,3484.29,880.8,0.2528,False,,,sent_to_garage,0.4545,0,1,0.882,0,0.6089,0
CLM007645,POL003921,2022-02-06,2022-02-05,2018-06-01,2019-06-01,1,Volkswagen,Passat,Motorbike,vandalism,roof,minor,broker,third_party_fire_theft,True,False,True,12,180698,40,2,4,2010,30403.62,1.04,3040.36,624.0,0.2052,False,,,sent_to_garage,0.0455,0,0,0.0338,0,0.04,0
CLM007648,POL002174,2023-08-13,2023-07-28,2012-07-10,2013-07-10,16,Hyundai,i30,Hatchback,fire,multiple,minor,app,comprehensive,True,False,True,4,27491,37,0,15,2019,20776.12,0.835,14127.76,668.0,0.0473,False,,,sent_to_garage,0.3887,0,0,0.1018,0,0.3521,0
CLM007651,POL004630,2023-02-09,2023-01-19,2014-05-19,2015-05-19,21,Hyundai,i10,Estate,vandalism,side,moderate,app,comprehensive,False,True,True,2,66930,33,0,0,2021,12311.96,0.733,10342.05,1099.5,0.1063,False,,,sent_to_garage,0.0149,0,0,0.0466,0,0.0446,0
CLM007652,POL001257,2022-02-05,2022-01-19,2017-12-23,2018-12-23,17,Honda,Civic,Sedan,flood,multiple,minor,online,third_party_fire_theft,True,True,True,11,4921,35,0,14,2011,21887.2,0.874,2626.46,699.2,0.2662,False,,,sent_to_garage,0.2716,0,0,0.0102,0,0.2021,0
CLM007661,POL002387,2024-09-15,2024-08-21,2013-01-24,2014-01-24,25,Honda,Jazz,Van,vandalism,multiple,moderate,phone,third_party_fire_theft,True,False,True,9,192797,17,0,14,2015,15284.49,0.825,4279.66,2887.5,0.6747,False,,,sent_to_garage,0.5094,0,0,0.0313,0,0.1564,0
CLM007663,POL003694,2024-05-05,2024-04-15,2015-01-04,2016-01-04,20,Toyota,Camry,Van,theft_damage,rear,moderate,online,comprehensive,True,False,True,3,165008,19,2,5,2021,29996.45,0.882,22797.3,1587.6,0.0696,True,,,sent_to_garage,0.3072,0,1,0.7247,0,0.43,0
CLM007665,POL000821,2024-11-27,2024-11-10,2023-10-18,2024-10-17,17,Ford,Transit,Hatchback,flood,side,moderate,broker,comprehensive,False,True,True,3,47847,17,1,19,2021,30002.22,0.93,22801.69,1395.0,0.0612,True,,,sent_to_garage,0.0469,0,0,0.0025,0,0.0107,0
CLM007667,POL004358,2023-04-03,2023-03-24,2016-01-07,2017-01-06,10,Hyundai,Tucson,Hatchback,collision,multiple,moderate,direct,comprehensive,False,False,False,9,81541,27,0,16,2014,27289.79,0.898,7641.14,3143.0,0.4113,False,,,sent_to_garage,0.1025,0,0,0.1373,0,0.1492,0
CLM007668,POL002078,2023-07-24,2023-07-08,2012-07-06,2013-07-06,16,BMW,3 Series,Hatchback,flood,side,moderate,online,comprehensive,False,False,False,19,158491,32,1,17,2004,34838.64,1.773,3483.86,2659.5,0.7634,False,,,sent_to_garage,0.6556,0,0,0.1295,0,0.2841,0
CLM007670,POL002890,2022-08-22,2022-08-16,2017-10-22,2018-10-22,6,Nissan,Micra,Motorbike,theft_damage,front,minor,direct,third_party,False,False,False,16,156922,48,1,1,2006,13025.41,0.78,1302.54,390.0,0.2994,False,,,sent_to_garage,0.1043,0,1,0.8711,0,0.6198,0
CLM007672,POL000982,2023-02-06,2023-01-15,2017-02-24,2018-02-24,22,Volkswagen,Golf,SUV,fire,roof,minor,direct,comprehensive,False,True,False,5,12456,41,2,0,2018,25225.8,0.994,15135.48,596.4,0.0394,False,,,sent_to_garage,0.2633,0,0,0.0217,0,0.0129,0
CLM007673,POL005369,2024-08-18,2024-08-18,2014-10-04,2015-10-04,0,Ford,Mondeo,Hatchback,vandalism,side,moderate,direct,third_party_fire_theft,True,True,True,3,22370,37,2,1,2021,21850.6,0.856,16606.46,1284.0,0.0773,False,,,sent_to_garage,0.0833,0,0,0.0111,0,0.0362,0
CLM007674,POL002268,2023-04-07,2023-04-05,2016-09-29,2017-09-29,2,Honda,Jazz,SUV,collision,front,minor,broker,third_party,False,False,False,17,1987,61,2,2,2006,15282.27,0.859,1528.23,429.5,0.281,False,,,sent_to_garage,0.7058,0,0,0.0135,0,0.0469,0
CLM007675,POL002643,2022-07-20,2022-07-20,2014-12-31,2015-12-31,0,Volkswagen,Golf,Hatchback,theft_damage,front,severe,online,comprehensive,False,True,True,7,63651,52,1,1,2015,25429.03,0.984,11188.77,4920.0,0.4397,False,,,sent_to_garage,0.1756,0,1,0.9007,0,0.67,0
CLM007681,POL006740,2023-10-27,2023-10-27,2022-09-09,2023-09-09,0,Hyundai,i30,Estate,fire,multiple,moderate,broker,comprehensive,False,False,True,13,142580,30,0,5,2010,20733.22,0.832,2073.32,2912.0,1.4045,False,,,scrapped_by_model,0.9994,1,1,0.9998,1,0.9995,1
CLM007683,POL002551,2024-02-09,2024-01-12,2015-05-20,2016-05-19,28,Nissan,Juke,SUV,collision,rear,minor,direct,comprehensive,False,True,False,9,196631,75,3,11,2015,19139.86,0.849,5359.16,382.05,0.0713,False,,,sent_to_garage,0.8587,0,0,0.1081,0,0.3338,0
CLM007686,POL004712,2022-06-25,2022-06-13,2017-06-01,2018-06-01,12,Ford,Fiesta,SUV,vandalism,multiple,severe,phone,third_party,True,False,True,12,189747,43,0,10,2010,12172.64,0.765,1217.26,6120.0,2.0,False,,,scrapped_by_model,0.9997,1,1,0.9997,1,0.9997,1
CLM007690,POL002082,2022-09-17,2022-09-08,2013-03-03,2014-03-03,9,Toyota,RAV4,Motorbike,flood,rear,moderate,app,comprehensive,True,False,True,13,67034,38,0,15,2009,31469.22,0.882,3146.92,1587.6,0.5045,False,,,sent_to_garage,0.0729,0,0,0.0907,0,0.1188,0
CLM007694,POL001270,2022-11-07,2022-10-12,2015-01-23,2016-01-23,26,Vauxhall,Astra,Motorbike,flood,front,moderate,phone,comprehensive,False,True,False,13,134601,42,2,6,2009,18013.13,0.772,1801.31,1544.0,0.8572,False,,,sent_to_garage,0.738,0,0,0.1596,0,0.3084,0
CLM007695,POL001397,2024-07-31,2024-07-31,2023-09-05,2024-09-04,0,Volkswagen,Tiguan,Hatchback,flood,multiple,minor,direct,third_party,False,True,False,6,149679,32,0,14,2018,36269.68,1.067,18860.23,853.6,0.0453,True,,,sent_to_garage,0.2127,0,1,0.9747,0,0.567,0
CLM007698,POL004689,2023-11-22,2023-10-24,2017-03-14,2018-03-14,29,Nissan,Micra,Van,flood,rear,minor,broker,comprehensive,False,False,False,14,109189,25,1,7,2009,12898.3,0.76,1289.83,342.0,0.2652,False,,,sent_to_garage,0.1411,0,0,0.0906,0,0.1641,0
CLM007701,POL000904,2023-06-26,2023-06-23,2022-09-13,2023-09-13,3,Mercedes,GLC,Hatchback,theft_damage,rear,severe,broker,comprehensive,False,False,True,0,28882,37,2,17,2023,47686.85,1.918,47686.85,8631.0,0.181,True,,,sent_to_garage,0.2023,0,0,0.0553,0,0.1294,0
CLM007707,POL001022,2022-08-02,2022-07-18,2016-02-23,2017-02-22,15,Ford,Mondeo,Hatchback,flood,front,moderate,phone,comprehensive,False,False,True,7,161943,32,1,10,2015,21888.6,0.838,9630.98,1676.0,0.174,False,,,sent_to_garage,0.0761,0,0,0.084,0,0.1149,0
CLM007714,POL001332,2024-03-20,2024-03-03,2017-09-29,2018-09-29,17,Vauxhall,Astra,Estate,theft_damage,roof,minor,phone,comprehensive,False,False,True,19,51941,40,0,10,2005,18429.44,0.742,1842.94,445.2,0.2416,False,,,sent_to_garage,0.561,0,0,0.0252,0,0.2415,0
CLM007715,POL001546,2024-08-19,2024-07-20,2018-12-10,2019-12-10,30,Hyundai,i30,Van,theft_damage,rear,minor,app,comprehensive,False,False,True,3,121311,67,0,2,2021,19282.05,0.843,14654.36,379.35,0.0259,False,,,sent_to_garage,0.2547,0,0,0.0671,0,0.0572,0
CLM007720,POL002473,2023-10-04,2023-09-10,2023-08-27,2024-08-26,24,Audi,A6,Sedan,fire,front,moderate,direct,third_party,False,False,False,4,197899,66,1,9,2019,47712.24,1.857,32444.32,3714.0,0.1145,True,,,sent_to_garage,0.081,0,0,0.1051,0,0.1659,0
CLM007724,POL002255,2023-06-25,2023-06-21,2016-07-18,2017-07-18,4,Audi,A6,Hatchback,theft_damage,multiple,moderate,app,comprehensive,True,False,False,9,155188,30,3,3,2014,49144.85,1.889,13760.56,6611.5,0.4805,False,,,sent_to_garage,0.0785,0,1,0.8314,0,0.5937,0
CLM007727,POL000666,2023-07-02,2023-06-02,2019-04-12,2020-04-11,30,Volkswagen,Tiguan,Hatchback,vandalism,multiple,minor,online,third_party,True,False,True,8,95043,49,1,15,2015,33974.57,1.087,12230.85,869.6,0.0711,False,,,sent_to_garage,0.0811,0,0,0.0553,0,0.0679,0
CLM007736,POL002240,2023-06-12,2023-05-22,2012-11-14,2013-11-14,21,Volkswagen,Passat,Sedan,fire,front,severe,phone,comprehensive,False,False,False,14,18601,28,1,15,2009,28553.01,1.047,2855.3,5235.0,1.8334,False,,,scrapped_by_model,0.9999,1,1,0.9996,1,0.9999,1
CLM007737,POL004170,2022-03-10,2022-03-09,2016-02-06,2017-02-05,1,Vauxhall,Insignia,Van,theft_damage,rear,moderate,app,third_party,False,True,False,2,180106,48,0,7,2020,26205.92,0.873,22012.97,1571.4,0.0714,True,,,sent_to_garage,0.0572,0,1,0.737,0,0.5679,0
CLM007739,POL000519,2023-05-09,2023-04-25,2022-02-09,2023-02-09,14,Honda,Civic,SUV,vandalism,front,severe,online,comprehensive,False,True,False,5,197922,43,0,0,2018,20958.47,0.856,12575.08,4280.0,0.3404,False,,,sent_to_garage,0.5569,0,1,0.979,0,0.8527,0
CLM007740,POL002488,2024-03-10,2024-03-07,2019-02-12,2020-02-12,3,Ford,Focus,Sedan,theft_damage,front,moderate,phone,comprehensive,True,False,False,9,83749,47,0,16,2015,18242.49,0.803,5107.9,1606.0,0.3144,False,,,sent_to_garage,0.3972,0,1,0.444,0,0.3626,0
CLM007746,POL003291,2024-01-19,2023-12-28,2023-12-22,2024-12-21,22,Nissan,Juke,Hatchback,flood,roof,moderate,online,comprehensive,False,False,True,9,108101,37,1,1,2015,19139.86,0.849,5359.16,2122.5,0.3961,False,,,sent_to_garage,0.0679,0,0,0.0473,0,0.0297,0
CLM007748,POL003640,2024-01-25,2024-01-09,2014-06-30,2015-06-30,16,Vauxhall,Corsa,Estate,theft_damage,rear,severe,online,third_party,False,True,True,17,25573,53,1,6,2007,12411.59,0.685,1241.16,3082.5,2.0,False,,,scrapped_by_model,0.9992,1,1,0.9915,0,0.9971,1
CLM007755,POL002397,2024-08-22,2024-08-16,2020-01-19,2021-01-18,6,Toyota,RAV4,Motorbike,theft_damage,front,minor,direct,comprehensive,False,True,True,4,188459,34,1,18,2020,32080.28,0.882,21814.59,441.0,0.0202,True,,,sent_to_garage,0.2448,0,0,0.0702,0,0.0687,0
CLM007758,POL000159,2023-01-09,2022-12-25,2018-11-02,2019-11-02,15,Nissan,Micra,Hatchback,collision,roof,severe,online,comprehensive,False,True,True,10,49557,68,1,10,2013,13515.78,0.779,2703.16,4674.0,1.7291,False,,,scrapped_by_model,0.9997,1,1,0.9971,1,0.9996,1
CLM007762,POL005511,2022-04-02,2022-03-23,2015-09-01,2016-08-31,10,Volkswagen,Passat,SUV,flood,roof,moderate,broker,comprehensive,True,False,False,6,3756,47,1,5,2016,30726.95,1.056,15978.01,2640.0,0.1652,False,,,sent_to_garage,0.0263,0,0,0.0292,0,0.0313,0
CLM007763,POL001439,2023-08-03,2023-08-02,2014-12-20,2015-12-20,1,Volkswagen,Passat,Sedan,collision,roof,minor,app,comprehensive,False,True,True,17,5593,68,0,4,2006,31245.9,1.05,3124.59,630.0,0.2016,False,,,sent_to_garage,0.0722,0,0,0.0081,0,0.0523,0
CLM007767,POL004109,2022-03-21,2022-02-22,2021-01-26,2022-01-26,27,Hyundai,i20,SUV,vandalism,rear,minor,direct,third_party,False,True,False,5,148497,40,1,18,2017,15350.09,0.776,9210.05,349.2,0.0379,False,,,sent_to_garage,0.067,0,0,0.1372,0,0.0725,0
CLM007774,POL005735,2024-12-01,2024-11-14,2019-11-24,2020-11-23,17,Vauxhall,Insignia,Hatchback,collision,side,severe,direct,third_party_fire_theft,True,True,True,7,126590,62,0,5,2017,24381.09,0.84,10727.68,3360.0,0.3132,False,,,sent_to_garage,0.5081,0,1,0.8849,0,0.5978,0
CLM007776,POL002415,2024-02-05,2024-02-01,2016-04-30,2017-04-30,4,BMW,3 Series,Sedan,collision,roof,moderate,app,comprehensive,False,False,True,15,76360,55,2,20,2009,34336.17,1.762,3433.62,4405.0,1.2829,False,,,scrapped_by_model,0.9992,1,1,0.9982,1,0.9992,1
CLM007778,POL004934,2022-04-06,2022-03-16,2019-05-03,2020-05-02,21,Honda,HR-V,Estate,vandalism,side,moderate,broker,comprehensive,False,False,True,14,140165,40,1,11,2008,24924.89,0.899,2492.49,1348.5,0.541,False,,,sent_to_garage,0.5272,0,1,0.6856,0,0.5917,0
CLM007779,POL001139,2024-02-11,2024-01-29,2019-07-08,2020-07-07,13,Vauxhall,Insignia,Sedan,theft_damage,side,severe,online,comprehensive,True,False,False,1,188743,67,1,0,2023,23992.44,0.868,22073.04,3472.0,0.1573,True,,,sent_to_garage,0.8371,0,1,0.8707,0,0.8955,0
CLM007782,POL001664,2024-04-08,2024-04-06,2018-05-19,2019-05-19,2,Honda,Jazz,SUV,fire,side,moderate,direct,third_party,False,True,False,14,59675,20,0,12,2010,16398.11,0.865,1639.81,1297.5,0.7913,False,,,sent_to_garage,0.2376,0,0,0.0703,0,0.1323,0
CLM007784,POL001260,2024-01-12,2023-12-25,2014-03-24,2015-03-24,18,Audi,A4,SUV,theft_damage,side,minor,phone,third_party_fire_theft,False,False,False,3,27087,50,2,3,2021,36335.84,1.795,27615.24,718.0,0.026,True,,,sent_to_garage,0.0641,0,0,0.0409,0,0.0367,0
CLM007786,POL006000,2023-12-24,2023-11-30,2017-08-12,2018-08-12,24,Ford,Kuga,Motorbike,theft_damage,multiple,minor,broker,third_party,True,True,False,6,107551,25,2,12,2017,26992.7,0.903,14036.2,722.4,0.0515,False,,,sent_to_garage,0.5856,0,0,0.0344,0,0.2301,0
CLM007792,POL002827,2022-10-15,2022-10-03,2017-06-30,2018-06-30,12,Vauxhall,Mokka,Motorbike,flood,rear,moderate,online,third_party,True,True,True,13,150506,39,0,11,2009,21292.57,0.786,2129.26,1414.8,0.6645,False,,,sent_to_garage,0.1225,0,1,0.8707,0,0.5991,0
CLM007797,POL001374,2023-04-07,2023-03-11,2019-04-07,2020-04-06,27,Honda,Jazz,Motorbike,fire,front,severe,app,comprehensive,False,True,False,5,121742,50,0,8,2018,16517.0,0.833,9910.2,4165.0,0.4203,False,,,sent_to_garage,0.9417,0,1,0.8672,0,0.9049,0
CLM007804,POL002730,2022-03-17,2022-03-10,2014-01-08,2015-01-08,7,Audi,A3,Hatchback,flood,front,severe,phone,third_party_fire_theft,False,False,False,19,161558,55,1,5,2003,,,,,,False,,,sent_to_garage,0.9972,0,0,0.1778,0,0.8145,0
CLM007809,POL005575,2024-07-15,2024-07-15,2023-09-25,2024-09-24,0,Ford,Kuga,SUV,flood,side,minor,phone,comprehensive,False,True,True,6,193805,59,0,14,2018,26904.01,0.909,13990.09,363.6,0.026,False,,,sent_to_garage,0.157,0,0,0.0177,0,0.0507,0
CLM007812,POL003325,2024-06-05,2024-05-11,2014-11-12,2015-11-12,25,Mercedes,E-Class,SUV,flood,side,moderate,broker,comprehensive,False,False,True,3,7397,32,3,17,2021,53065.16,1.998,40329.52,2997.0,0.0743,True,,,sent_to_garage,0.02,0,0,0.0065,0,0.0185,0
CLM007813,POL003961,2023-12-25,2023-12-03,2021-02-02,2022-02-02,22,Ford,Fiesta,Motorbike,flood,front,moderate,phone,comprehensive,False,False,False,15,116224,42,0,15,2008,11553.74,0.748,1155.37,1496.0,1.2948,False,,,scrapped_by_model,0.9997,1,1,0.9986,1,0.9995,1
CLM007817,POL003129,2024-12-21,2024-12-10,2024-12-06,2025-12-06,11,Volkswagen,Tiguan,SUV,vandalism,rear,severe,app,comprehensive,True,False,False,4,104259,42,1,2,2020,34415.83,1.095,23402.76,4927.5,0.2106,True,,,sent_to_garage,0.26,0,1,0.7896,0,0.6387,0
CLM007819,POL006162,2022-11-02,2022-10-29,2018-05-17,2019-05-17,4,Vauxhall,Insignia,Van,fire,front,minor,broker,third_party_fire_theft,False,True,True,13,169719,17,0,9,2009,24358.99,0.83,2435.9,415.0,0.1704,False,,,sent_to_garage,0.9404,0,1,0.7839,0,0.6849,0
CLM007822,POL003264,2022-01-26,2022-01-24,2021-12-15,2022-12-15,2,Ford,Fiesta,SUV,fire,rear,severe,online,comprehensive,False,True,True,0,59338,45,0,0,2022,11555.91,0.749,11555.91,3370.5,0.2917,False,,,sent_to_garage,0.4669,0,1,0.9362,0,0.7913,0
CLM007826,POL001169,2023-11-11,2023-10-12,2020-10-18,2021-10-18,30,Toyota,RAV4,Motorbike,collision,side,minor,app,comprehensive,True,True,True,15,61531,51,0,15,2008,30577.82,0.888,3057.78,355.2,0.1162,False,,,sent_to_garage,0.0551,0,1,0.8705,0,0.5755,0
CLM007829,POL004542,2024-06-14,2024-06-11,2017-06-20,2018-06-20,3,Hyundai,i30,Estate,flood,multiple,minor,app,third_party_fire_theft,False,True,True,10,90454,25,0,9,2014,19054.36,0.843,3810.87,674.4,0.177,False,,,sent_to_garage,0.4607,0,1,0.919,0,0.8534,0
CLM007830,POL001049,2024-12-30,2024-12-07,2014-12-13,2015-12-13,23,Ford,Mondeo,Estate,vandalism,roof,moderate,phone,third_party_fire_theft,False,True,True,4,160699,26,0,17,2020,22568.74,0.861,15346.74,2152.5,0.1403,False,,,sent_to_garage,0.0716,0,0,0.1176,0,0.105,0
CLM007833,POL000509,2022-10-17,2022-10-10,2018-04-28,2019-04-28,7,Ford,Transit,Estate,vandalism,roof,minor,online,third_party,False,True,True,4,152123,70,0,14,2018,30298.15,0.971,20602.74,582.6,0.0283,True,,,sent_to_garage,0.0647,0,0,0.0468,0,0.0918,0
CLM007840,POL001848,2024-07-29,2024-07-16,2018-03-28,2019-03-28,13,Audi,A6,Hatchback,collision,roof,moderate,app,third_party,False,True,True,15,186445,17,2,9,2009,45793.22,1.894,4579.32,4735.0,1.034,False,,,sent_to_garage,0.9976,0,1,0.9991,1,0.9991,1
CLM007842,POL001518,2022-10-19,2022-09-21,2013-03-11,2014-03-11,28,Ford,Fiesta,SUV,fire,multiple,severe,app,comprehensive,False,False,True,7,158749,49,0,12,2015,12564.84,0.768,5528.53,6144.0,1.1113,False,,,scrapped_by_model,0.9999,1,1,0.9995,1,0.9997,1
CLM007847,POL002864,2022-01-13,2021-12-23,2014-12-15,2015-12-15,21,Nissan,Micra,SUV,vandalism,multiple,minor,direct,third_party,False,True,True,5,9859,49,1,20,2017,13463.1,0.786,8077.86,628.8,0.0778,False,,,sent_to_garage,0.0762,0,1,0.8566,0,0.7025,0
CLM007848,POL001617,2024-12-17,2024-12-11,2017-06-08,2018-06-08,6,BMW,X3,Estate,collision,roof,moderate,app,comprehensive,False,True,True,0,24267,42,1,3,2024,50093.41,1.843,50093.41,4607.5,0.092,True,,,sent_to_garage,0.3826,0,0,0.0306,0,0.1094,0
CLM007849,POL001215,2022-12-30,2022-12-09,2022-06-12,2023-06-12,21,Audi,A4,Estate,vandalism,side,severe,direct,third_party,False,True,True,7,114855,63,1,0,2015,37401.13,1.832,16456.5,7328.0,0.4453,False,,,sent_to_garage,0.2247,0,1,0.9211,0,0.7859,0
CLM007850,POL003971,2022-01-02,2021-12-28,2015-08-19,2016-08-18,5,Volkswagen,Passat,Motorbike,theft_damage,multiple,minor,phone,comprehensive,True,True,True,17,194042,24,2,2,2005,30285.64,1.043,3028.56,834.4,0.2755,False,,,sent_to_garage,0.8874,0,0,0.1076,0,0.253,0
CLM007853,POL003283,2024-08-07,2024-07-17,2017-12-02,2018-12-02,21,Mercedes,C-Class,Sedan,theft_damage,side,minor,direct,comprehensive,False,False,True,11,127950,17,1,2,2013,40474.86,1.848,4856.98,739.2,0.1522,False,,,sent_to_garage,0.1335,0,0,0.0207,0,0.0712,0
CLM007858,POL001368,2022-05-07,2022-04-14,2020-09-15,2021-09-15,23,Vauxhall,Astra,Sedan,vandalism,multiple,moderate,phone,comprehensive,True,True,False,6,24174,38,0,6,2016,17630.56,0.757,9167.89,2649.5,0.289,False,,,sent_to_garage,0.1822,0,0,0.043,0,0.2137,0
CLM007862,POL000220,2023-08-19,2023-07-23,2021-09-12,2022-09-12,27,Ford,Kuga,Estate,fire,side,minor,app,comprehensive,True,True,True,4,103007,52,0,1,2019,27387.45,0.909,18623.47,363.6,0.0195,True,,,sent_to_garage,0.0325,0,0,0.0036,0,0.0246,0
CLM007863,POL000719,2024-06-10,2024-06-08,2012-11-19,2013-11-19,2,Honda,Jazz,Estate,fire,side,moderate,direct,comprehensive,False,True,False,3,199117,17,1,16,2021,16510.72,0.829,12548.15,1243.5,0.0991,False,,,sent_to_garage,0.0919,0,0,0.0283,0,0.0205,0
