claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision
CLM008622,POL003394,2016-04-24,2016-04-22,2015-03-03,2016-03-02,2,Nissan,Qashqai,Estate,vandalism,side,severe,phone,comprehensive,True,False,False,11,15899,32,0,13,2005,29204.01,0.9,3504.48,3600.0,1.0273,False,1.0,1.0,scrapped_by_handler
CLM008624,POL003838,2017-08-09,2017-07-15,2017-08-08,2018-08-08,25,Ford,Focus,Sedan,theft_damage,roof,minor,phone,comprehensive,False,True,True,12,196635,34,0,4,2005,18598.07,0.815,1859.81,489.0,0.2629,False,0.0,1.0,sent_to_garage
CLM008625,POL001938,2018-03-04,2018-02-28,2012-08-09,2013-08-09,4,Vauxhall,Mokka,SUV,theft_damage,rear,minor,app,comprehensive,True,True,True,1,121747,26,1,8,2017,22804.26,0.814,20979.92,366.3,0.0175,True,0.0,0.0,sent_to_garage
CLM008627,POL001708,2017-11-06,2017-10-22,2015-02-25,2016-02-25,15,Mercedes,C-Class,SUV,flood,front,minor,app,comprehensive,False,True,True,11,170300,18,1,6,2006,39670.48,1.856,4760.46,928.0,0.1949,False,0.0,0.0,sent_to_garage
CLM008628,POL005114,2020-05-05,2020-04-16,2016-05-10,2017-05-10,19,Toyota,Yaris,Sedan,theft_damage,side,minor,phone,comprehensive,False,True,True,19,47302,42,1,0,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM008631,POL002873,2019-12-30,2019-12-19,2015-03-21,2016-03-20,11,Toyota,RAV4,SUV,fire,side,moderate,app,third_party_fire_theft,False,False,True,5,61970,50,1,13,2014,30782.95,0.893,18469.77,1339.5,0.0725,True,0.0,0.0,sent_to_garage
CLM008632,POL002920,2016-10-02,2016-09-28,2016-05-17,2017-05-17,4,Ford,Fiesta,Estate,theft_damage,roof,moderate,broker,comprehensive,True,False,True,1,168681,27,1,20,2015,12564.84,0.768,11559.65,1920.0,0.1661,False,0.0,0.0,sent_to_garage
CLM008633,POL000030,2018-08-01,2018-07-09,2016-10-23,2017-10-23,23,Nissan,Micra,SUV,vandalism,rear,minor,phone,comprehensive,False,True,False,16,73997,54,3,12,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM008634,POL003598,2021-07-17,2021-07-02,2019-08-09,2020-08-08,15,Mercedes,GLC,Estate,theft_damage,multiple,severe,direct,third_party_fire_theft,True,True,False,20,126474,17,0,19,2001,,,,,,False,1.0,1.0,scrapped_by_handler
CLM008635,POL000609,2019-01-12,2018-12-16,2016-05-30,2017-05-30,27,Toyota,Corolla,Motorbike,vandalism,roof,severe,direct,third_party,True,True,True,3,98581,38,0,17,2016,21943.09,0.836,16676.75,5016.0,0.3008,False,0.0,0.0,sent_to_garage
CLM008638,POL002216,2021-08-03,2021-07-16,2018-11-01,2019-11-01,18,Nissan,Juke,Van,vandalism,side,severe,app,comprehensive,False,True,True,7,154978,35,0,17,2014,20100.48,0.86,8844.21,3440.0,0.389,False,0.0,1.0,sent_to_garage
CLM008639,POL003033,2021-08-15,2021-07-26,2013-06-08,2014-06-08,20,Volkswagen,Polo,Sedan,vandalism,multiple,moderate,direct,third_party,True,True,True,14,85193,47,2,15,2007,15211.7,0.888,1521.17,3108.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM008640,POL000082,2020-10-07,2020-09-28,2014-03-17,2015-03-17,9,Toyota,Corolla,Hatchback,flood,multiple,severe,broker,comprehensive,False,True,True,10,159171,48,0,4,2010,21511.77,0.84,4302.35,6720.0,1.5619,False,1.0,1.0,scrapped_by_handler
CLM008641,POL001607,2017-09-05,2017-08-15,2013-12-07,2014-12-07,21,Ford,Fiesta,Estate,fire,rear,minor,app,comprehensive,False,False,True,15,134672,35,0,9,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM008642,POL006518,2021-03-15,2021-03-08,2014-05-06,2015-05-06,7,Nissan,Juke,SUV,theft_damage,side,moderate,broker,comprehensive,False,True,True,5,672,34,1,13,2016,20564.42,0.863,12338.65,1294.5,0.1049,False,0.0,0.0,sent_to_garage
CLM008647,POL003867,2019-06-27,2019-06-25,2014-02-23,2015-02-23,2,Toyota,RAV4,Estate,vandalism,rear,moderate,app,third_party_fire_theft,False,True,False,17,19837,23,1,1,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM008648,POL001399,2019-01-10,2018-12-30,2013-02-12,2014-02-12,11,Toyota,RAV4,Motorbike,fire,multiple,minor,broker,third_party_fire_theft,False,True,True,12,14897,34,0,18,2007,30630.59,0.918,3063.06,734.4,0.2398,False,0.0,1.0,sent_to_garage
CLM008650,POL003642,2020-02-19,2020-01-21,2014-07-23,2015-07-23,29,Hyundai,i30,Estate,collision,multiple,minor,online,comprehensive,False,True,True,14,98244,48,0,14,2006,19696.55,0.838,1969.66,670.4,0.3404,False,0.0,1.0,sent_to_garage
CLM008652,POL005653,2021-09-21,2021-09-21,2018-12-17,2019-12-17,0,Vauxhall,Insignia,Sedan,fire,side,minor,app,third_party,False,False,True,19,30096,52,0,12,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM008653,POL006308,2017-02-10,2017-02-10,2015-11-26,2016-11-25,0,Mercedes,C-Class,SUV,flood,side,moderate,app,comprehensive,False,True,False,18,82498,31,2,12,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM008654,POL000676,2018-10-29,2018-10-01,2013-01-13,2014-01-13,28,Nissan,Leaf,Van,collision,front,minor,direct,third_party,False,True,False,15,2898,54,1,19,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM008655,POL001942,2018-12-08,2018-12-04,2012-05-21,2013-05-21,4,Vauxhall,Insignia,Sedan,fire,front,severe,direct,comprehensive,True,True,True,5,15098,36,1,12,2013,24921.04,0.838,14952.62,4190.0,0.2802,False,0.0,1.0,sent_to_garage
CLM008656,POL001175,2017-08-10,2017-08-10,2016-10-06,2017-10-06,0,Nissan,Micra,Van,theft_damage,side,moderate,app,third_party_fire_theft,False,True,False,3,6668,38,1,9,2014,12428.43,0.795,9445.61,1192.5,0.1262,False,0.0,0.0,sent_to_garage
CLM008660,POL002404,2017-10-02,2017-09-02,2015-05-16,2016-05-15,30,BMW,X3,Motorbike,theft_damage,rear,severe,broker,comprehensive,False,False,False,11,165301,17,0,0,2006,46259.56,1.901,5551.15,8554.5,1.541,False,1.0,1.0,scrapped_by_handler
CLM008661,POL001540,2020-01-17,2020-01-16,2017-06-01,2018-06-01,1,Toyota,RAV4,Van,vandalism,front,severe,app,third_party_fire_theft,False,False,False,3,20614,56,1,15,2017,32600.53,0.911,24776.4,4555.0,0.1838,True,0.0,1.0,sent_to_garage
CLM008662,POL001574,2018-02-03,2018-01-12,2012-06-27,2013-06-27,22,Volkswagen,Tiguan,Estate,collision,side,moderate,phone,comprehensive,True,False,True,18,24822,22,1,5,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM008663,POL006571,2016-07-24,2016-06-29,2013-03-18,2014-03-18,25,Mercedes,GLC,Estate,fire,front,severe,broker,third_party,True,True,False,17,187918,35,1,1,1999,,,,,,False,1.0,1.0,scrapped_by_handler
CLM008664,POL005216,2021-07-26,2021-07-07,2021-02-17,2022-02-17,19,Audi,Q5,SUV,flood,side,minor,broker,comprehensive,False,False,True,19,35237,62,0,4,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM008666,POL003708,2016-09-11,2016-08-20,2016-04-05,2017-04-05,22,Vauxhall,Mokka,Van,theft_damage,multiple,moderate,broker,comprehensive,True,False,False,19,113168,30,1,4,1997,,,,,,False,0.0,0.0,sent_to_garage
CLM008667,POL002580,2021-10-10,2021-09-30,2015-12-03,2016-12-02,10,BMW,X3,Estate,fire,roof,minor,app,comprehensive,True,False,False,9,114759,45,1,20,2012,48311.76,1.858,13527.29,1114.8,0.0824,False,0.0,0.0,sent_to_garage
CLM008668,POL003890,2016-04-21,2016-04-09,2012-10-25,2013-10-25,12,Mercedes,C-Class,Motorbike,vandalism,front,severe,broker,third_party,False,False,False,13,76595,61,0,12,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM008670,POL005022,2016-07-29,2016-07-05,2015-01-13,2016-01-13,24,Audi,A4,SUV,collision,rear,minor,online,comprehensive,False,False,True,15,69503,29,2,14,2001,,,,,,False,0.0,1.0,sent_to_garage
CLM008671,POL000379,2019-12-02,2019-11-15,2014-10-08,2015-10-08,17,Nissan,Qashqai,Motorbike,flood,side,minor,broker,third_party_fire_theft,False,False,True,15,130525,50,0,15,2004,27260.79,0.914,2726.08,365.6,0.1341,False,0.0,0.0,sent_to_garage
CLM008672,POL001975,2017-02-09,2017-02-05,2016-01-19,2017-01-18,4,Nissan,Leaf,Sedan,theft_damage,roof,moderate,broker,third_party_fire_theft,False,False,False,8,91172,39,0,16,2009,31393.56,0.986,11301.68,2465.0,0.2181,False,0.0,0.0,sent_to_garage
CLM008673,POL006431,2019-09-16,2019-09-04,2012-06-28,2013-06-28,12,Nissan,Leaf,Sedan,flood,side,minor,phone,third_party,False,True,True,15,185398,40,0,11,2004,29075.76,0.981,2907.58,392.4,0.135,False,0.0,0.0,sent_to_garage
CLM008674,POL001030,2019-11-11,2019-10-18,2012-12-16,2013-12-16,24,BMW,X5,Estate,collision,roof,severe,phone,comprehensive,False,False,True,17,106014,48,0,2,2002,,,,,,False,1.0,1.0,scrapped_by_handler
CLM008675,POL000720,2020-11-09,2020-10-11,2017-07-03,2018-07-03,29,Ford,Transit,Estate,vandalism,front,severe,direct,comprehensive,False,False,False,6,42641,46,0,3,2014,30740.37,0.936,15984.99,4680.0,0.2928,False,0.0,0.0,sent_to_garage
CLM008678,POL003797,2019-01-29,2019-01-03,2018-01-07,2019-01-07,26,Ford,Mondeo,SUV,vandalism,front,minor,app,third_party,False,True,True,10,160637,66,0,11,2009,21563.33,0.857,4312.67,428.5,0.0994,False,0.0,0.0,sent_to_garage
CLM008680,POL003918,2019-11-06,2019-10-15,2015-12-23,2016-12-22,22,BMW,1 Series,Motorbike,vandalism,rear,minor,online,third_party_fire_theft,False,True,False,18,125302,50,0,15,2001,,,,,,False,0.0,1.0,sent_to_garage
CLM008681,POL000767,2017-01-23,2017-01-12,2014-07-15,2015-07-15,11,Volkswagen,Golf,Hatchback,collision,front,moderate,online,comprehensive,False,True,False,1,187585,64,1,16,2016,25881.95,0.991,23811.39,1982.0,0.0832,True,0.0,0.0,sent_to_garage
CLM008682,POL003435,2021-05-27,2021-05-07,2020-09-07,2021-09-07,20,Volkswagen,Golf,SUV,vandalism,multiple,moderate,online,third_party,False,False,True,19,34097,38,1,13,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM008684,POL004888,2018-09-20,2018-09-04,2012-04-27,2013-04-27,16,Hyundai,i20,Van,collision,rear,severe,app,comprehensive,False,True,True,17,32182,31,1,11,2001,,,,,,False,1.0,1.0,scrapped_by_handler
CLM008685,POL001391,2021-04-22,2021-04-16,2016-09-15,2017-09-15,6,BMW,5 Series,Motorbike,theft_damage,multiple,moderate,phone,third_party_fire_theft,False,False,True,4,108649,57,2,2,2017,46873.57,1.898,31874.03,6643.0,0.2084,True,0.0,0.0,sent_to_garage
CLM008686,POL000720,2019-11-22,2019-11-10,2019-04-03,2020-04-02,12,Volkswagen,Golf,Motorbike,flood,side,moderate,app,comprehensive,False,True,False,0,119624,43,0,3,2019,24437.06,1.023,24437.06,1534.5,0.0628,True,0.0,0.0,sent_to_garage
CLM008687,POL004411,2017-04-21,2017-04-09,2012-04-08,2013-04-08,12,Audi,Q3,Motorbike,vandalism,rear,moderate,broker,third_party_fire_theft,False,True,False,5,88953,38,0,16,2012,34648.87,1.769,20789.32,3184.2,0.1532,True,0.0,1.0,sent_to_garage
CLM008688,POL001449,2019-06-23,2019-05-28,2019-04-21,2020-04-20,26,Toyota,RAV4,SUV,flood,multiple,severe,broker,comprehensive,True,True,False,14,107564,53,2,19,2005,31406.24,0.918,3140.62,7344.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM008689,POL000181,2019-11-06,2019-10-18,2017-11-16,2018-11-16,19,Volkswagen,Golf,Sedan,vandalism,front,moderate,online,comprehensive,False,True,True,13,150458,38,1,4,2006,23871.75,0.977,2387.18,1954.0,0.8185,False,0.0,0.0,sent_to_garage
CLM008690,POL004660,2019-01-28,2019-01-08,2013-02-06,2014-02-06,20,Honda,Jazz,Estate,fire,front,minor,broker,comprehensive,False,False,True,12,53215,31,0,5,2007,15765.34,0.865,1576.53,432.5,0.2743,False,0.0,0.0,sent_to_garage
CLM008692,POL001845,2019-06-30,2019-06-17,2015-03-25,2016-03-24,13,Mercedes,E-Class,Sedan,collision,multiple,moderate,direct,third_party,True,True,True,0,127721,50,1,15,2019,52237.51,2.005,52237.51,7017.5,0.1343,True,0.0,0.0,sent_to_garage
CLM008693,POL000065,2021-08-20,2021-08-06,2015-03-22,2016-03-21,14,Ford,Focus,Motorbike,fire,rear,minor,direct,third_party,False,False,False,9,63394,51,0,5,2012,17351.63,0.781,4858.46,351.45,0.0723,False,0.0,1.0,sent_to_garage
CLM008694,POL000200,2016-02-06,2016-01-13,2014-07-18,2015-07-18,24,Vauxhall,Mokka,Estate,vandalism,roof,severe,phone,comprehensive,True,False,True,6,95372,68,1,10,2010,22789.76,0.82,11850.68,4920.0,0.4152,False,0.0,0.0,sent_to_garage
CLM008695,POL004476,2018-10-26,2018-10-21,2017-01-04,2018-01-04,5,Volkswagen,Tiguan,Van,vandalism,multiple,minor,online,comprehensive,False,False,True,18,54046,48,0,7,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM008699,POL000934,2016-07-05,2016-06-13,2015-11-23,2016-11-22,22,Mercedes,E-Class,Estate,vandalism,multiple,moderate,online,third_party_fire_theft,False,True,False,18,21552,59,0,11,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM008701,POL001561,2018-05-29,2018-05-17,2016-11-11,2017-11-11,12,Nissan,Juke,Motorbike,collision,side,severe,app,comprehensive,False,False,True,4,105280,77,1,6,2014,20100.48,0.86,13668.33,3440.0,0.2517,False,0.0,1.0,sent_to_garage
CLM008702,POL003103,2016-01-19,2016-01-12,2015-03-26,2016-03-25,7,Volkswagen,Passat,Hatchback,flood,multiple,moderate,direct,comprehensive,False,True,False,14,107953,39,0,0,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM008703,POL001186,2016-10-30,2016-10-10,2012-04-13,2013-04-13,20,Audi,Q5,Motorbike,fire,side,severe,app,third_party,True,True,True,17,75208,59,1,0,1999,,,,,,False,1.0,1.0,scrapped_by_handler
CLM008705,POL002699,2021-04-29,2021-04-02,2012-10-15,2013-10-15,27,Hyundai,i20,Sedan,fire,multiple,moderate,online,comprehensive,False,False,False,14,123243,53,1,17,2007,16004.6,0.78,1600.46,2730.0,1.7058,False,1.0,1.0,scrapped_by_handler
CLM008706,POL002372,2021-02-26,2021-02-04,2017-07-15,2018-07-15,22,Honda,Civic,Sedan,theft_damage,rear,moderate,phone,comprehensive,False,True,True,10,131613,34,2,13,2011,21887.2,0.874,4377.44,1573.2,0.3594,False,0.0,1.0,sent_to_garage
CLM008708,POL000220,2016-11-05,2016-10-30,2014-09-18,2015-09-18,6,Nissan,Juke,Estate,collision,front,severe,app,comprehensive,True,False,True,8,195601,53,1,6,2008,19582.66,0.851,7049.76,4255.0,0.6036,False,0.0,1.0,sent_to_garage
CLM008709,POL000201,2016-09-28,2016-09-21,2013-07-14,2014-07-14,7,Hyundai,Tucson,Motorbike,fire,side,severe,phone,comprehensive,False,False,True,7,64043,50,3,15,2009,28387.71,0.881,12490.59,3524.0,0.2821,False,0.0,0.0,sent_to_garage
CLM008711,POL004059,2021-06-15,2021-06-15,2012-10-22,2013-10-22,0,Volkswagen,Golf,Sedan,collision,roof,minor,direct,third_party_fire_theft,False,True,False,19,94508,25,0,9,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM008713,POL004444,2020-09-21,2020-09-11,2015-03-12,2016-03-11,10,Audi,Q5,SUV,collision,front,minor,direct,comprehensive,False,True,False,11,39682,17,1,7,2009,46338.8,1.888,5560.66,944.0,0.1698,False,0.0,0.0,sent_to_garage
CLM008714,POL004042,2017-04-22,2017-04-15,2017-01-12,2018-01-12,7,Nissan,Micra,Hatchback,vandalism,rear,minor,phone,comprehensive,True,True,True,19,74727,44,2,1,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM008715,POL000023,2020-09-13,2020-08-24,2019-10-13,2020-10-12,20,Mercedes,C-Class,Motorbike,fire,front,moderate,online,comprehensive,True,False,True,10,61881,32,0,17,2010,40081.83,1.896,8016.37,3792.0,0.473,False,0.0,0.0,sent_to_garage
CLM008717,POL001102,2017-01-21,2016-12-28,2016-10-24,2017-10-24,24,Vauxhall,Insignia,Van,collision,roof,minor,online,comprehensive,True,False,True,17,76191,34,0,14,2000,,,,,,False,0.0,1.0,sent_to_garage
CLM008718,POL000317,2017-02-18,2017-01-25,2016-08-22,2017-08-22,24,Mercedes,GLC,SUV,fire,rear,minor,phone,comprehensive,True,False,True,5,193303,44,3,19,2012,46536.6,1.958,27921.96,881.1,0.0316,True,0.0,0.0,sent_to_garage
CLM008719,POL003001,2019-02-13,2019-02-06,2016-03-06,2017-03-06,7,Vauxhall,Insignia,Sedan,theft_damage,front,minor,phone,third_party,False,False,False,10,163971,41,0,0,2009,24358.99,0.83,4871.8,415.0,0.0852,False,0.0,1.0,sent_to_garage
CLM008720,POL000224,2020-02-03,2020-01-17,2012-12-14,2013-12-14,17,Nissan,Micra,Motorbike,fire,front,minor,app,third_party,False,True,False,19,115499,22,1,15,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM008721,POL004533,2021-08-28,2021-08-08,2020-09-07,2021-09-07,20,Audi,A3,SUV,flood,roof,minor,phone,comprehensive,True,False,False,14,72335,17,1,16,2007,29388.1,1.736,2938.81,1041.6,0.3544,False,0.0,0.0,sent_to_garage
CLM008722,POL002784,2017-06-06,2017-05-11,2015-06-26,2016-06-25,26,Honda,CR-V,SUV,vandalism,roof,moderate,online,comprehensive,False,False,True,13,63875,44,0,8,2004,28632.53,0.915,2863.25,2287.5,0.7989,False,0.0,1.0,sent_to_garage
CLM008724,POL004239,2017-05-08,2017-04-09,2016-06-29,2017-06-29,29,Mercedes,C-Class,SUV,theft_damage,roof,minor,broker,comprehensive,False,True,True,14,13681,52,1,4,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM008725,POL002862,2017-10-19,2017-10-16,2014-04-24,2015-04-24,3,Vauxhall,Astra,Estate,vandalism,roof,moderate,broker,third_party,False,True,True,8,141549,17,1,8,2009,18013.13,0.772,6484.73,1930.0,0.2976,False,0.0,0.0,sent_to_garage
CLM008727,POL006531,2019-05-23,2019-04-30,2013-12-07,2014-12-07,23,Vauxhall,Astra,Hatchback,collision,roof,minor,online,third_party_fire_theft,False,False,True,10,178820,50,1,14,2009,18013.13,0.772,3602.63,463.2,0.1286,False,0.0,0.0,sent_to_garage
CLM008728,POL002029,2021-02-23,2021-02-16,2012-02-03,2013-02-02,7,Hyundai,i30,Hatchback,vandalism,roof,severe,online,comprehensive,False,False,True,2,194253,33,1,2,2019,20776.12,0.835,17451.94,5010.0,0.2871,False,0.0,0.0,sent_to_garage
CLM008729,POL000711,2019-11-30,2019-11-24,2015-08-04,2016-08-03,6,BMW,5 Series,Motorbike,theft_damage,roof,minor,phone,comprehensive,True,True,True,15,2417,35,0,1,2004,46546.09,1.946,4654.61,1167.6,0.2508,False,0.0,1.0,sent_to_garage
CLM008730,POL002052,2018-05-01,2018-04-29,2014-11-11,2015-11-11,2,Mercedes,C-Class,Motorbike,theft_damage,front,severe,app,comprehensive,False,False,True,8,74176,34,1,19,2010,40081.83,1.896,14429.46,9480.0,0.657,False,0.0,0.0,sent_to_garage
CLM008731,POL001262,2020-07-23,2020-06-23,2019-05-23,2020-05-22,30,Hyundai,Tucson,Sedan,vandalism,multiple,severe,phone,third_party,False,True,True,7,175793,32,0,9,2013,27329.97,0.862,12025.19,6896.0,0.5735,False,0.0,1.0,sent_to_garage
CLM008733,POL002137,2016-02-07,2016-02-04,2015-09-29,2016-09-28,3,Honda,Civic,Sedan,theft_damage,roof,severe,phone,comprehensive,True,False,True,4,21973,32,0,14,2012,22825.19,0.905,15521.13,5430.0,0.3498,False,0.0,1.0,sent_to_garage
CLM008735,POL004310,2017-08-28,2017-08-14,2017-04-14,2018-04-14,14,Volkswagen,Passat,Estate,theft_damage,side,minor,app,comprehensive,False,True,False,18,42998,17,1,17,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM008739,POL004433,2021-11-09,2021-10-15,2015-07-16,2016-07-15,25,Mercedes,GLC,Hatchback,fire,rear,moderate,online,comprehensive,False,False,False,17,161484,64,1,16,2004,49343.38,1.944,4934.34,3499.2,0.7092,False,0.0,0.0,sent_to_garage
CLM008742,POL003728,2021-10-01,2021-09-13,2012-12-30,2013-12-30,18,Honda,HR-V,Hatchback,collision,rear,moderate,broker,comprehensive,False,False,True,12,187420,18,1,6,2009,26088.85,0.876,2608.89,1576.8,0.6044,False,0.0,0.0,sent_to_garage
CLM008744,POL004091,2019-01-30,2019-01-01,2013-09-22,2014-09-22,29,Vauxhall,Astra,SUV,collision,side,minor,app,comprehensive,False,False,True,12,157569,30,2,20,2007,17326.85,0.734,1732.68,293.6,0.1694,False,0.0,1.0,sent_to_garage
CLM008747,POL003920,2021-09-18,2021-09-13,2017-11-29,2018-11-29,5,Audi,A6,Sedan,fire,roof,severe,phone,comprehensive,True,True,True,6,69173,53,1,14,2015,48296.73,1.925,25114.3,11550.0,0.4599,True,0.0,1.0,sent_to_garage
CLM008748,POL004837,2017-02-06,2017-01-16,2012-08-21,2013-08-21,21,Honda,CR-V,Estate,vandalism,multiple,minor,app,comprehensive,False,False,True,7,133610,47,1,5,2010,29692.58,0.925,13064.74,740.0,0.0566,False,0.0,1.0,sent_to_garage
CLM008749,POL004398,2017-12-04,2017-11-20,2016-06-15,2017-06-15,14,Volkswagen,Tiguan,Van,collision,front,moderate,online,comprehensive,False,False,False,16,174054,44,0,5,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM008750,POL003080,2017-07-08,2017-06-25,2016-09-04,2017-09-04,13,Toyota,Corolla,Sedan,flood,side,minor,broker,comprehensive,True,True,False,14,164275,45,0,14,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM008751,POL004081,2020-10-18,2020-09-25,2019-05-09,2020-05-08,23,Mercedes,C-Class,Estate,vandalism,rear,moderate,broker,comprehensive,True,False,True,4,31266,49,1,2,2016,38753.9,1.882,26352.65,3387.6,0.1285,True,0.0,0.0,sent_to_garage
CLM008752,POL002338,2019-11-26,2019-11-11,2013-07-15,2014-07-15,15,Volkswagen,Passat,Hatchback,flood,roof,moderate,online,comprehensive,False,True,True,16,191978,38,1,20,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM008754,POL004682,2018-07-21,2018-07-09,2012-11-06,2013-11-06,12,Vauxhall,Mokka,Sedan,vandalism,roof,minor,app,comprehensive,True,False,True,19,69907,30,3,11,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM008755,POL000776,2017-06-28,2017-05-30,2012-08-02,2013-08-02,29,Ford,Transit,Motorbike,flood,roof,moderate,direct,third_party,False,False,True,15,120010,32,0,8,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM008756,POL001345,2021-07-16,2021-06-17,2018-12-03,2019-12-03,29,Audi,A3,Motorbike,flood,multiple,moderate,online,third_party_fire_theft,False,False,True,2,165610,27,0,17,2019,31320.06,1.791,26308.85,6268.5,0.2383,True,0.0,0.0,sent_to_garage
CLM008757,POL001525,2017-04-01,2017-03-13,2015-12-28,2016-12-27,19,Honda,Civic,Van,theft_damage,side,minor,app,third_party_fire_theft,True,True,False,1,193260,28,2,13,2016,22146.13,0.883,20374.44,353.2,0.0173,True,0.0,0.0,sent_to_garage
CLM008759,POL002217,2016-09-23,2016-09-15,2013-12-18,2014-12-18,8,Honda,CR-V,Van,theft_damage,front,minor,online,third_party,False,False,True,11,58739,23,0,19,2005,29471.81,0.945,3536.62,472.5,0.1336,False,0.0,0.0,sent_to_garage
CLM008760,POL001090,2020-06-02,2020-05-09,2015-06-15,2016-06-14,24,Volkswagen,Polo,Sedan,fire,rear,severe,online,comprehensive,False,False,True,2,116891,37,3,17,2018,16399.97,0.892,13775.97,4014.0,0.2914,False,0.0,1.0,sent_to_garage
CLM008762,POL000574,2020-12-25,2020-12-24,2016-08-18,2017-08-18,1,Audi,A3,Van,fire,rear,severe,broker,comprehensive,False,True,True,8,124069,33,1,17,2012,29293.62,1.786,10545.7,8037.0,0.7621,False,0.0,0.0,sent_to_garage
CLM008764,POL003758,2019-10-22,2019-09-26,2012-08-16,2013-08-16,26,Hyundai,Tucson,Hatchback,theft_damage,multiple,minor,broker,comprehensive,False,True,True,9,414,60,0,11,2010,28595.7,0.877,8006.8,701.6,0.0876,False,0.0,0.0,sent_to_garage
CLM008767,POL004506,2020-08-15,2020-07-23,2017-10-06,2018-10-06,23,Nissan,Qashqai,Estate,flood,roof,moderate,online,third_party,True,True,False,13,76826,45,2,3,2007,29396.72,0.906,2939.67,2265.0,0.7705,False,0.0,0.0,sent_to_garage
CLM008768,POL006410,2016-11-26,2016-11-04,2014-05-09,2015-05-09,22,Volkswagen,Polo,SUV,collision,side,severe,online,third_party_fire_theft,True,True,False,9,100544,63,0,7,2007,15211.7,0.888,4259.28,3552.0,0.8339,False,0.0,0.0,sent_to_garage
CLM008770,POL000447,2016-06-08,2016-06-07,2014-12-18,2015-12-18,1,Vauxhall,Mokka,Hatchback,fire,roof,minor,app,third_party_fire_theft,False,True,True,5,71444,20,1,19,2011,21366.72,0.799,12820.03,479.4,0.0374,False,0.0,0.0,sent_to_garage
CLM008771,POL000582,2019-03-19,2019-02-17,2014-01-29,2015-01-29,30,Volkswagen,Tiguan,Motorbike,flood,roof,moderate,direct,comprehensive,False,False,False,18,50808,26,0,14,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM008772,POL006071,2021-10-09,2021-09-12,2014-02-21,2015-02-21,27,Nissan,Leaf,Motorbike,fire,rear,minor,phone,comprehensive,True,False,True,6,144025,42,1,11,2015,31482.23,0.972,16370.76,437.4,0.0267,False,0.0,1.0,sent_to_garage
CLM008774,POL004249,2020-10-24,2020-10-04,2015-02-21,2016-02-21,20,Vauxhall,Corsa,Sedan,fire,multiple,moderate,online,third_party_fire_theft,True,False,True,11,133735,60,1,15,2009,12594.82,0.68,1511.38,2380.0,1.5747,False,1.0,1.0,scrapped_by_handler
CLM008775,POL003816,2019-08-11,2019-07-21,2018-10-21,2019-10-21,21,Audi,A4,Hatchback,fire,multiple,moderate,direct,third_party_fire_theft,True,False,True,15,148605,60,0,7,2004,39722.18,1.764,3972.22,6174.0,1.5543,False,1.0,1.0,scrapped_by_handler
CLM008776,POL001015,2019-08-31,2019-08-17,2017-01-20,2018-01-20,14,Toyota,Yaris,Estate,theft_damage,side,moderate,app,comprehensive,True,True,True,14,128262,54,0,0,2005,14258.14,0.778,1425.81,1167.0,0.8185,False,0.0,1.0,sent_to_garage
CLM008778,POL004507,2019-01-02,2018-12-24,2012-04-01,2013-04-01,9,Audi,Q3,SUV,theft_damage,multiple,moderate,online,comprehensive,False,True,False,18,87454,36,0,14,2001,,,,,,False,0.0,1.0,sent_to_garage
